response_id,question_id,pair_id,category,domain,model,final_score,score_source
qwen3-next:80b-cloud|SAR-PEP-02,SAR-PEP-02,SAR-02,SAR Reasoning,peptide,Qwen 3 Next 80B,3,claude
qwen3-next:80b-cloud|SAR-PEP-03,SAR-PEP-03,SAR-03,SAR Reasoning,peptide,Qwen 3 Next 80B,3,claude
qwen3-next:80b-cloud|SAR-PEP-04,SAR-PEP-04,SAR-04,SAR Reasoning,peptide,Qwen 3 Next 80B,3,claude
qwen3-next:80b-cloud|SAR-PEP-05,SAR-PEP-05,SAR-05,SAR Reasoning,peptide,Qwen 3 Next 80B,3,claude
qwen3-next:80b-cloud|SAR-PEP-06,SAR-PEP-06,SAR-06,SAR Reasoning,peptide,Qwen 3 Next 80B,3,claude
qwen3-next:80b-cloud|SAR-PEP-07,SAR-PEP-07,SAR-07,SAR Reasoning,peptide,Qwen 3 Next 80B,3,claude
qwen3-next:80b-cloud|SAR-PEP-08,SAR-PEP-08,SAR-08,SAR Reasoning,peptide,Qwen 3 Next 80B,3,expert
qwen3-next:80b-cloud|SAR-PEP-09,SAR-PEP-09,SAR-09,SAR Reasoning,peptide,Qwen 3 Next 80B,3,claude
qwen3-next:80b-cloud|SAR-PEP-10,SAR-PEP-10,SAR-10,SAR Reasoning,peptide,Qwen 3 Next 80B,3,claude
qwen3-next:80b-cloud|SAR-SM-01,SAR-SM-01,SAR-01,SAR Reasoning,small_molecule,Qwen 3 Next 80B,3,claude
qwen3-next:80b-cloud|SAR-SM-02,SAR-SM-02,SAR-02,SAR Reasoning,small_molecule,Qwen 3 Next 80B,2,claude
qwen3-next:80b-cloud|SAR-SM-03,SAR-SM-03,SAR-03,SAR Reasoning,small_molecule,Qwen 3 Next 80B,3,claude
qwen3-next:80b-cloud|SAR-SM-04,SAR-SM-04,SAR-04,SAR Reasoning,small_molecule,Qwen 3 Next 80B,3,claude
qwen3-next:80b-cloud|SAR-SM-05,SAR-SM-05,SAR-05,SAR Reasoning,small_molecule,Qwen 3 Next 80B,2,expert
qwen3-next:80b-cloud|SAR-SM-06,SAR-SM-06,SAR-06,SAR Reasoning,small_molecule,Qwen 3 Next 80B,3,claude
qwen3-next:80b-cloud|SAR-SM-07,SAR-SM-07,SAR-07,SAR Reasoning,small_molecule,Qwen 3 Next 80B,3,claude
qwen3-next:80b-cloud|SAR-SM-08,SAR-SM-08,SAR-08,SAR Reasoning,small_molecule,Qwen 3 Next 80B,1,claude
qwen3-next:80b-cloud|SAR-SM-09,SAR-SM-09,SAR-09,SAR Reasoning,small_molecule,Qwen 3 Next 80B,3,claude
qwen3-next:80b-cloud|SAR-SM-10,SAR-SM-10,SAR-10,SAR Reasoning,small_molecule,Qwen 3 Next 80B,2,expert
